epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789812417,905722,215216,1422818,6661704,285997,2485748,97785,1046796
1789812420,907256,149744,1425077,7388796,286076,2486384,98236,1072080
1789812422,908763,149824,1427371,7918452,286155,2486896,98729,1074624
1789812424,910258,149744,1429695,8077564,286235,2487476,99203,1074152
1789812427,911798,215300,1431476,7570212,286313,2487976,99644,1046696
1789812429,913359,149772,1433448,7338508,286393,2488580,100100,1046788
1789812432,914916,149832,1435509,7643816,286476,2489124,100561,1072912
1789812434,916594,215212,1437651,7463236,286565,2489708,101107,1074444
1789812437,918102,215244,1439867,7464448,286643,2490268,101539,1074560
1789812439,919616,149740,1442034,7466204,286725,2490680,101981,1046800
1789812442,921107,215292,1443601,6891036,286803,2491328,102426,1046792
1789812444,922614,215216,1445879,7088340,286884,2491764,102869,1073500
1789812446,924125,149740,1448198,7436804,286963,2492352,103309,1075664
1789812449,925631,165140,1450240,7649072,287045,2492928,103832,1073632
1789812451,927149,215216,1452173,7329864,287122,2493416,104264,1047200
1789812453,928651,149740,1454379,7692248,287202,2493964,104712,1047284
1789812456,930199,215292,1456178,7411072,287289,2494580,105188,1075888
1789812458,931781,215260,1458220,6957400,287372,2495092,105646,1073828
1789812461,933344,215240,1460252,7108900,287455,2495572,106154,1073188
1789812463,934892,215524,1462573,7347500,287534,2496228,106602,1047288
1789812465,936424,215556,1464625,7678896,287618,2496760,107057,1047420
1789812468,937936,215528,1466360,7285280,287700,2497356,107515,1186988
1789812470,939464,181508,1468604,7227756,287780,2497884,108011,1077056
1789812473,940975,150060,1470409,6801660,287859,2498352,108492,1063404
1789812475,942498,215444,1472987,7359148,287940,2498852,108931,1054364
1789812477,943969,215516,1475005,7419488,288015,2499480,109372,1079984
1789812480,945532,211812,1477440,7795544,288097,2499932,109815,1130996
1789812482,947075,215564,1479179,7717536,288176,2500588,110328,1131992
1789812485,948670,150044,1481589,7382132,288263,2501232,110827,1134244
1789812487,950228,215524,1483651,7508196,288346,2501740,111297,1108452
1789812490,951821,150008,1485499,6750116,288427,2502272,111753,1108448
1789812492,953365,215564,1488449,7632452,288508,2502828,112203,1135892
1789812494,954893,215472,1490250,7595752,288590,2503348,112662,1138656
