epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789794416,739799,204972,552489,4595144,48119,488092,162088,2296300
1789794418,741167,204980,553372,4595120,48186,488480,162474,2296148
1789794421,742520,204976,554250,4595136,48254,489100,162988,2297004
1789794423,743847,204964,555094,4595276,48314,489628,163350,2269484
1789794425,745175,160020,555967,4595140,48378,490212,163825,2296692
1789794428,746526,205060,556889,4595092,48443,490664,164218,2295820
1789794430,747884,205004,557744,4595092,48504,491192,164708,2270216
1789794433,749312,205060,558685,4595112,48574,491812,165128,2270104
1789794435,750642,205056,559542,4595080,48636,492236,165599,2297124
1789794437,751959,205060,560448,4595008,48696,492920,165976,2296740
1789794440,753282,204964,561300,4595168,48760,493424,166454,2270096
1789794442,754453,139588,562011,4595120,48807,493768,166788,2295544
1789794444,755873,139548,562989,4595328,48879,494368,167303,2295792
1789794447,757245,204972,563898,4675348,48945,494888,167705,2296504
1789794449,758607,204976,564804,4595648,49007,495380,168178,2270332
1789794451,759946,205012,565688,4595692,49071,495820,168555,2298148
1789794454,761280,188128,566564,4595664,49134,496316,169033,2296312
1789794456,762667,204976,567462,4595652,49202,496772,169409,2270372
1789794458,763982,205020,568346,4595612,49265,497372,169902,2270376
1789794461,765449,205060,569356,4626216,49347,509228,170363,2296492
1789794463,766818,139584,570311,4644704,49415,498684,170867,2297084
1789794465,768155,205056,571185,4724204,49477,499168,171220,2297108
1789794468,769494,139492,572070,4740440,49539,499652,171679,2270540
1789794470,770855,205064,573134,4741768,49610,500164,172069,2270584
1789794473,772280,139504,574143,4774948,49673,500716,172589,2298604
1789794475,773630,204976,575069,4746396,49737,501292,172976,2297912
1789794477,774941,205316,575941,4746668,49801,501680,173452,2298228
1789794480,776325,205496,576927,4746636,49870,502388,173850,2270604
1789794482,777731,199220,577862,4746588,49938,502916,174340,2296872
1789794484,779068,205504,578762,4746636,50001,503412,174718,2295816
1789794487,780424,205544,579470,4595836,50069,503972,175251,2296088
1789794489,781772,152292,580333,4595680,50131,504508,175707,2270596
1789794491,783148,205576,581282,4595860,50198,504996,176119,2296936
1789794494,784481,205504,582140,4595888,50261,505580,176568,2297064
1789794496,785860,205540,583043,4595904,50325,506108,176969,2297680
1789794498,787226,140116,583922,4595996,50392,506632,177465,2296700
1789794501,788593,205496,584845,4596448,50454,507140,177871,2270620
1789794503,789929,140060,585720,4596496,50521,507660,178337,2298068
1789794506,791319,140036,586606,4596436,50587,508160,178722,2296356
1789794508,792724,151672,587542,4596408,50654,508748,179206,2298540
1789794510,794068,205548,588395,4596404,50716,509124,179594,2270624
1789794513,795438,205552,589329,4596404,50786,509788,180118,2270604
1789794515,796845,205588,590234,4596488,50852,510276,180505,2296512
1789794517,798197,205548,591117,4596440,50915,510824,180973,2296424
1789794520,799553,205548,592013,4596532,50984,511336,181388,2297008
1789794522,801004,205496,593003,4596524,51057,511996,181904,2270604
1789794524,802341,205588,593875,4596560,51120,512388,182285,2297388
1789794527,803677,205572,594742,4596700,51186,512932,182797,2297516
1789794529,805009,194680,595614,4596576,51251,513536,183172,2297168
